,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred
310,World,2021-01-06,87531270.0,791094.0,659752.0,1944927.0,14996.0,11356.429,11115.13,100.457,83.778,246.976,1.904,1.442,1.09,18573082.0,12596902.0,362002.0,19.0,1492240.0,1355576.0,0.24,0.16,0.0,0.0,172.0,835109.0,0.011
311,World,2021-01-07,88402106.0,870837.0,664152.571,1959982.0,15055.0,11551.429,11225.713,110.583,84.337,248.888,1.912,1.467,1.09,20373365.0,14031462.0,644533.0,20.0,1782205.0,1571230.0,0.26,0.18,0.01,0.0,200.0,919796.0,0.012
312,World,2021-01-08,89238801.0,836695.0,699672.714,1975521.0,15539.0,12349.143,11331.961,106.247,88.848,250.861,1.973,1.568,1.08,22235121.0,15449853.0,1009893.0,26.0,1816001.0,1787059.0,0.28,0.2,0.01,0.0,227.0,1073729.0,0.014
313,World,2021-01-09,89996650.0,757849.0,724970.857,1988855.0,13334.0,13051.286,11428.196,96.235,92.06,252.554,1.693,1.657,1.07,27701891.0,16158094.0,1140213.0,27.0,963605.0,1854244.0,0.35,0.21,0.01,0.0,235.0,1112016.0,0.014
314,World,2021-01-10,90598487.0,601837.0,736629.143,1997796.0,8941.0,13237.429,11504.62,76.424,93.541,253.689,1.135,1.681,1.05,30941640.0,19695699.0,1857484.0,33.0,599813.0,1841828.0,0.39,0.25,0.02,0.0,234.0,1120361.0,0.014
315,World,2021-01-11,91212561.0,614074.0,744865.857,2007354.0,9558.0,13260.571,11582.598,77.978,94.587,254.903,1.214,1.684,1.03,32817309.0,21104317.0,2220868.0,35.0,1822826.0,2044302.0,0.42,0.27,0.03,0.0,260.0,1348426.0,0.017
316,World,2021-01-12,91904549.0,691988.0,737767.714,2024302.0,16948.0,13481.571,11670.47,87.872,93.685,257.055,2.152,1.712,1.01,34990675.0,22774727.0,2589222.0,71.0,2178459.0,2120885.0,0.44,0.29,0.03,0.0,269.0,1415492.0,0.018
317,World,2021-01-13,92648636.0,744087.0,731052.429,2041022.0,16720.0,13727.857,11764.957,94.488,92.832,259.179,2.123,1.743,1.0,38748334.0,25047675.0,2936154.0,73.0,2561538.0,2246871.0,0.49,0.32,0.04,0.0,285.0,1538321.0,0.02
318,World,2021-01-14,93409858.0,761222.0,715393.143,2056610.0,15588.0,13804.0,11861.621,96.664,90.844,261.158,1.979,1.753,0.98,41678448.0,27332455.0,3154645.0,81.0,2927515.0,2672434.0,0.53,0.35,0.04,0.0,339.0,1652248.0,0.021
319,World,2021-01-15,94194281.0,784423.0,707925.714,2072243.0,15633.0,13817.429,11961.231,99.61,89.896,263.143,1.985,1.755,0.98,44586146.0,29588609.0,3325045.0,82.0,2809999.0,2807689.0,0.57,0.38,0.04,0.0,357.0,1742995.0,0.022
320,World,2021-01-16,94852129.0,657848.0,693639.857,2086164.0,13921.0,13901.286,12044.767,83.537,88.082,264.911,1.768,1.765,0.97,46450281.0,31043432.0,3428594.0,83.0,1796711.0,3000288.0,0.59,0.39,0.04,0.0,381.0,1982437.0,0.025
321,World,2021-01-17,95379904.0,527775.0,683059.571,2095253.0,9089.0,13922.429,12111.787,67.019,86.738,266.065,1.154,1.768,0.95,47662295.0,31959052.0,3588901.0,92.0,1080301.0,2968100.0,0.61,0.41,0.05,0.0,377.0,1916059.0,0.024
322,World,2021-01-18,95896562.0,516659.0,669143.143,2104872.0,9619.0,13931.143,12177.394,65.608,84.971,267.286,1.221,1.769,0.94,50095349.0,33761800.0,3985992.0,106.0,2259908.0,3090938.0,0.64,0.43,0.05,0.0,393.0,1973742.0,0.025
323,World,2021-01-19,96489804.0,593242.0,655036.571,2120725.0,15853.0,13774.714,12252.727,75.333,83.18,269.3,2.013,1.749,0.93,53103092.0,35940613.0,4575238.0,118.0,3002953.0,3252212.0,0.67,0.46,0.06,0.0,413.0,2044764.0,0.026
324,World,2021-01-20,97176761.0,686957.0,646875.143,2138868.0,18144.0,13978.143,12339.96,87.233,82.143,271.603,2.304,1.775,0.92,61431448.0,38335143.0,5283569.0,125.0,3309445.0,3404361.0,0.78,0.49,0.07,0.0,432.0,2087164.0,0.027
325,World,2021-01-21,97846122.0,669361.0,633752.143,2156151.0,17283.0,14220.286,12424.958,84.999,80.477,273.798,2.195,1.806,0.92,64990635.0,41116117.0,5879239.0,147.0,3568867.0,3537424.0,0.83,0.52,0.07,0.0,449.0,2145897.0,0.027
326,World,2021-01-22,98510384.0,664262.0,616586.286,2172232.0,16081.0,14284.286,12509.31,84.351,78.297,275.84,2.042,1.814,0.92,68937807.0,44458460.0,6267045.0,155.0,3709839.0,3703053.0,0.88,0.56,0.08,0.0,470.0,2264858.0,0.029
327,World,2021-01-23,99087768.0,577384.0,605091.429,2186850.0,14618.0,14383.857,12582.628,73.319,76.837,277.696,1.856,1.827,0.92,71441573.0,46424190.0,6582535.0,156.0,2353736.0,3827513.0,0.91,0.59,0.08,0.0,486.0,2310579.0,0.029
328,World,2021-01-24,99549856.0,462088.0,595707.571,2195957.0,9107.0,14386.429,12641.307,58.678,75.646,278.853,1.156,1.827,0.91,72976202.0,47521483.0,6926027.0,156.0,1306448.0,3903820.0,0.93,0.6,0.09,0.0,496.0,2313501.0,0.029
329,World,2021-01-25,100030764.0,480908.0,590600.286,2206362.0,10405.0,14498.714,12702.375,61.068,74.997,280.174,1.321,1.841,0.91,76227310.0,49751488.0,7796260.0,195.0,3224212.0,4100969.0,0.97,0.63,0.1,0.0,521.0,2399419.0,0.03
330,World,2021-01-26,100592291.0,561527.0,586069.571,2224173.0,17845.0,14783.286,12773.68,71.305,74.422,282.436,2.266,1.877,0.91,79753131.0,52013634.0,8800215.0,232.0,3499278.0,4225331.0,1.01,0.66,0.11,0.0,537.0,2407634.0,0.031
331,World,2021-01-27,101193707.0,601416.0,573849.429,2241615.0,17442.0,14683.0,12850.05,76.371,72.87,284.651,2.215,1.865,0.9,91585586.0,54792536.0,9840748.0,246.0,4072828.0,4410261.0,1.16,0.7,0.12,0.0,560.0,2466774.0,0.031
332,World,2021-01-28,101808749.0,615042.0,566089.571,2258177.0,16562.0,14580.0,12928.151,78.101,71.885,286.754,2.103,1.851,0.89,96200458.0,57975774.0,10894070.0,271.0,4579805.0,4456967.0,1.22,0.74,0.14,0.0,566.0,2540806.0,0.032
333,World,2021-01-29,102398223.0,589476.0,555405.857,2273979.0,15802.0,14540.143,13003.006,74.854,70.528,288.76,2.007,1.846,0.89,100811178.0,61233237.0,11803317.0,306.0,4639426.0,4525187.0,1.28,0.78,0.15,0.0,575.0,2566623.0,0.033
334,World,2021-01-30,102913495.0,515272.0,546532.714,2287429.0,13450.0,14373.286,13068.437,65.432,69.401,290.468,1.708,1.825,0.89,103879427.0,63496983.0,12371914.0,320.0,2829657.0,4491015.0,1.32,0.81,0.16,0.0,570.0,2604084.0,0.033
335,World,2021-01-31,103310102.0,396607.0,537178.286,2296527.0,9098.0,14372.0,13118.8,50.363,68.213,291.624,1.155,1.825,0.89,106984849.0,64584830.0,12857885.0,320.0,1631827.0,4417289.0,1.36,0.82,0.16,0.0,561.0,2613711.0,0.033
336,World,2021-02-01,103752666.0,442564.0,531700.571,2306150.0,9623.0,14260.286,13174.999,56.199,67.518,292.846,1.222,1.811,0.88,110418492.0,66641260.0,13873731.0,366.0,3319237.0,4618490.0,1.4,0.85,0.18,0.0,586.0,2579062.0,0.033
337,World,2021-02-02,104217858.0,465192.0,517938.429,2321484.0,15334.0,13901.571,13234.071,59.072,65.77,294.793,1.947,1.765,0.87,114207279.0,68939931.0,15056954.0,413.0,3745129.0,4832786.0,1.45,0.88,0.19,0.0,614.0,2592036.0,0.033
338,World,2021-02-03,104743405.0,525547.0,507100.0,2337679.0,16195.0,13723.429,13300.808,66.736,64.394,296.849,2.057,1.743,0.87,126171844.0,71936203.0,16489432.0,529.0,4773820.0,5120003.0,1.6,0.91,0.21,0.0,650.0,2630887.0,0.033
339,World,2021-02-04,105215429.0,472024.0,486668.857,2350625.0,12946.0,13206.857,13360.748,59.94,61.799,298.493,1.644,1.677,0.86,131537011.0,75345246.0,18044298.0,559.0,5320073.0,5395382.0,1.67,0.96,0.23,0.0,685.0,2651267.0,0.034
340,World,2021-02-05,105752457.0,537028.0,479176.286,2367926.0,17301.0,13421.0,13428.942,68.194,60.848,300.69,2.197,1.704,0.87,136970152.0,78954288.0,19556627.0,625.0,5099648.0,5626060.0,1.74,1.0,0.25,0.0,714.0,2648138.0,0.034
341,World,2021-02-06,106188304.0,435847.0,467829.857,2379783.0,11857.0,13193.429,13484.288,55.346,59.407,302.196,1.506,1.675,0.87,140426236.0,81359181.0,20293419.0,630.0,3309979.0,5853984.0,1.78,1.03,0.26,0.0,743.0,2657204.0,0.034
342,World,2021-02-07,106540119.0,351815.0,461431.0,2387143.0,7360.0,12945.143,13528.963,44.675,58.595,303.131,0.935,1.644,0.87,142090272.0,82327142.0,20857685.0,630.0,1491380.0,5996079.0,1.8,1.05,0.26,0.0,761.0,2634021.0,0.033
343,World,2021-02-08,106879551.0,339433.0,446698.0,2396212.0,9156.0,12878.429,13572.066,43.103,56.724,304.282,1.163,1.635,0.86,145907009.0,84729783.0,22010740.0,673.0,3807634.0,5956653.0,1.85,1.08,0.28,0.0,756.0,2710699.0,0.034
344,World,2021-02-09,107286688.0,407137.0,438404.429,2411279.0,15067.0,12840.286,13623.766,51.7,55.671,306.195,1.913,1.631,0.86,159934178.0,87697816.0,23473321.0,724.0,4479319.0,5960826.0,2.03,1.11,0.3,0.0,757.0,2799153.0,0.036
345,World,2021-02-10,107727003.0,440315.0,426228.429,2425448.0,14169.0,12550.857,13679.679,55.913,54.124,307.995,1.799,1.594,0.86,165419366.0,91127571.0,25140007.0,737.0,5399791.0,5813971.0,2.1,1.16,0.32,0.0,738.0,2860595.0,0.036
346,World,2021-02-11,108171894.0,444891.0,422352.286,2439315.0,13867.0,12682.429,13736.173,56.494,53.632,309.756,1.761,1.61,0.86,171029389.0,94625897.0,26947054.0,803.0,5572744.0,5740086.0,2.17,1.2,0.34,0.0,729.0,2896323.0,0.037
347,World,2021-02-12,108602621.0,430727.0,407166.429,2452310.0,12995.0,12067.286,13790.869,54.696,51.704,311.406,1.65,1.532,0.86,177427945.0,101286298.0,29122816.0,854.0,6492203.0,5808224.0,2.25,1.29,0.37,0.0,738.0,2958113.0,0.038
348,World,2021-02-13,108983351.0,380730.0,399292.571,2463034.0,10724.0,11905.429,13839.216,48.347,50.704,312.768,1.362,1.512,0.87,181579881.0,103924610.0,30229838.0,864.0,3814624.0,5748153.0,2.31,1.32,0.38,0.0,730.0,3131701.0,0.04
349,World,2021-02-14,109292177.0,308826.0,393151.286,2469761.0,6727.0,11815.0,13878.432,39.216,49.924,313.622,0.854,1.5,0.88,183740272.0,105304416.0,30942402.0,864.0,2141409.0,5729124.0,2.33,1.34,0.39,0.0,728.0,3146258.0,0.04
350,World,2021-02-15,109572396.0,280219.0,384692.143,2477164.0,7403.0,11564.571,13914.016,35.584,48.85,314.562,0.94,1.469,0.88,188277307.0,108201208.0,32215818.0,876.0,3918366.0,5604958.0,2.39,1.37,0.41,0.0,712.0,3155988.0,0.04
351,World,2021-02-16,109931817.0,359421.0,377875.571,2488491.0,11327.0,11030.286,13959.657,45.641,47.984,316.0,1.438,1.401,0.89,193267786.0,111095354.0,33965800.0,905.0,5020902.0,5545611.0,2.45,1.41,0.43,0.0,704.0,3174405.0,0.04
352,World,2021-02-17,110318327.0,386510.0,370189.143,2500087.0,11596.0,10662.714,14008.737,49.081,47.008,317.473,1.473,1.354,0.9,199101870.0,114706939.0,35944717.0,932.0,5789648.0,5594826.0,2.53,1.46,0.46,0.0,710.0,3169126.0,0.04
353,World,2021-02-18,110729625.0,411298.0,365390.143,2512001.0,11915.0,10383.857,14060.966,52.229,46.399,318.986,1.513,1.319,0.91,205611291.0,118574440.0,37940372.0,955.0,6390987.0,5708269.0,2.61,1.51,0.48,0.0,725.0,3196058.0,0.041
354,World,2021-02-19,111139567.0,409942.0,362420.857,2523693.0,11692.0,10197.714,14113.022,52.056,46.022,320.47,1.485,1.295,0.93,211292736.0,124142690.0,40398085.0,996.0,5992121.0,5626089.0,2.68,1.58,0.51,0.0,714.0,3081655.0,0.039
355,World,2021-02-20,111515217.0,375650.0,361695.143,2532767.0,9074.0,9962.0,14160.724,47.702,45.93,321.623,1.152,1.265,0.95,215543062.0,126909402.0,41761257.0,1004.0,3843976.0,5621621.0,2.74,1.61,0.53,0.0,714.0,3159872.0,0.04
356,World,2021-02-21,111834470.0,319253.0,363184.714,2539343.0,6576.0,9940.429,14201.264,40.54,46.119,322.458,0.835,1.262,0.96,217748100.0,128271481.0,42579899.0,1016.0,2308859.0,5610541.0,2.77,1.63,0.54,0.0,712.0,3126588.0,0.04
357,World,2021-02-22,112129127.0,294657.0,365247.286,2546356.0,7013.0,9884.714,14238.681,37.417,46.381,323.348,0.891,1.255,0.97,222068776.0,130903387.0,44127058.0,1071.0,4232637.0,5637404.0,2.82,1.66,0.56,0.0,716.0,3111827.0,0.04
358,World,2021-02-23,112522434.0,393307.0,370088.143,2558026.0,11670.0,9933.714,14288.625,49.944,46.996,324.83,1.482,1.261,0.99,227705961.0,136822440.0,48275130.0,1101.0,5322168.0,5710249.0,2.89,1.74,0.61,0.0,725.0,3176672.0,0.04
359,World,2021-02-24,112967476.0,445042.0,378449.857,2570562.0,12536.0,10068.0,14345.139,56.514,48.057,326.422,1.592,1.278,0.99,234301930.0,141034022.0,50478823.0,1108.0,6352655.0,5817764.0,2.98,1.79,0.64,0.0,739.0,3282139.0,0.042
360,World,2021-02-25,113421069.0,453593.0,384492.0,2581421.0,10859.0,9917.143,14402.738,57.599,48.825,327.801,1.379,1.259,1.0,241612329.0,145556880.0,53041008.0,1269.0,7303886.0,5980097.0,3.07,1.85,0.67,0.0,759.0,3377156.0,0.043
361,World,2021-02-26,113863136.0,442067.0,389081.286,2591996.0,10575.0,9757.571,14458.874,56.136,49.407,329.144,1.343,1.239,1.0,248939192.0,150092581.0,55676823.0,1390.0,7291744.0,6191361.0,3.16,1.91,0.71,0.0,786.0,3552607.0,0.045
362,World,2021-02-27,114260987.0,397851.0,392252.857,2600691.0,8695.0,9703.429,14509.395,50.521,49.81,330.248,1.104,1.232,1.0,254251677.0,153428453.0,57365675.0,1405.0,5112523.0,6381524.0,3.23,1.95,0.73,0.0,810.0,3686517.0,0.047
363,World,2021-02-28,114569812.0,308825.0,390763.143,2607029.0,6338.0,9669.429,14548.611,39.216,49.621,331.053,0.805,1.228,0.99,268963053.0,155444708.0,58004950.0,1425.0,2461668.0,6420878.0,3.42,1.97,0.74,0.0,815.0,3742649.0,0.048
364,World,2021-03-01,114874848.0,305036.0,392245.857,2614416.0,7387.0,9722.857,14587.346,38.735,49.809,331.991,0.938,1.235,0.99,274566947.0,159288498.0,59569480.0,1453.0,5377742.0,6674987.0,3.49,2.02,0.76,0.0,848.0,3937678.0,0.05
365,World,2021-03-02,115188424.0,387923.0,391476.714,2624772.0,10356.0,9535.143,14627.165,49.26,49.712,333.306,1.315,1.211,1.0,285843404.0,167357961.0,62530579.0,1498.0,6732878.0,6956993.0,3.63,2.13,0.79,0.0,883.0,4182579.0,0.053
366,World,2021-03-03,115630619.0,442195.0,391070.0,2636546.0,11774.0,9426.286,14683.317,56.152,49.66,334.801,1.495,1.197,1.01,294048784.0,172904938.0,65051204.0,1534.0,8254266.0,7243266.0,3.73,2.2,0.83,0.0,920.0,4383981.0,0.056
367,World,2021-03-04,116089415.0,458796.0,391813.286,2647015.0,10470.0,9370.714,14741.577,58.26,49.754,336.13,1.33,1.19,1.03,303597280.0,179357180.0,67878866.0,1583.0,9707506.0,7539179.0,3.86,2.28,0.86,0.0,957.0,4630429.0,0.059
368,World,2021-03-05,116539439.0,450024.0,392950.0,2657485.0,10470.0,9355.714,14798.723,57.146,49.899,337.46,1.33,1.188,1.04,312684097.0,185717660.0,70590405.0,1619.0,9598142.0,7809974.0,3.97,2.36,0.9,0.0,992.0,4862300.0,0.062
369,World,2021-03-06,116953950.0,414511.0,395330.0,2665755.0,8270.0,9295.0,14851.36,52.637,50.201,338.51,1.05,1.18,1.04,319806743.0,190667368.0,72648891.0,1627.0,7231607.0,8089504.0,4.06,2.42,0.92,0.0,1027.0,5119768.0,0.065
370,World,2021-03-07,117327859.0,373909.0,404627.714,2671692.0,5937.0,9237.714,14898.841,47.481,51.382,339.264,0.754,1.173,1.05,323597711.0,193468006.0,73407249.0,1628.0,3515116.0,8185877.0,4.11,2.46,0.93,0.0,1039.0,5181858.0,0.066
371,World,2021-03-08,117632317.0,304458.0,404545.143,2678717.0,7025.0,9186.0,14937.502,38.662,51.371,340.156,0.892,1.166,1.05,331398727.0,199252598.0,75433053.0,1643.0,8029092.0,8511231.0,4.21,2.53,0.96,0.0,1081.0,5457993.0,0.069
372,World,2021-03-09,118046562.0,414245.0,408305.429,2689280.0,10563.0,9215.571,14990.105,52.603,51.849,341.497,1.341,1.17,1.05,339840055.0,205250080.0,77836735.0,1680.0,8514577.0,8731050.0,4.32,2.61,0.99,0.0,1109.0,5630192.0,0.071
373,World,2021-03-10,118505479.0,458917.0,410694.286,2699457.0,10177.0,8987.429,15048.38,58.275,52.152,342.79,1.292,1.141,1.06,349933503.0,212220359.0,80972817.0,1723.0,9681050.0,8931786.0,4.44,2.69,1.03,0.0,1134.0,5772702.0,0.073
374,World,2021-03-11,118995836.0,490357.0,415203.0,2709693.0,10236.0,8954.0,15110.648,62.268,52.724,344.089,1.3,1.137,1.07,359179841.0,218120613.0,83964634.0,1766.0,8986444.0,8885728.0,4.56,2.77,1.07,0.0,1128.0,5717837.0,0.073
375,World,2021-03-12,119485614.0,489778.0,420882.143,2719584.0,9891.0,8871.286,15172.842,62.194,53.446,345.346,1.256,1.127,1.07,369618317.0,225339495.0,87446329.0,1845.0,10726606.0,9090100.0,4.69,2.86,1.11,0.0,1154.0,5812621.0,0.074
376,World,2021-03-13,119941781.0,456167.0,426833.0,2728176.0,8593.0,8917.429,15230.769,57.926,54.201,346.437,1.091,1.132,1.08,377343553.0,231347210.0,89870340.0,1852.0,7950402.0,9211904.0,4.79,2.94,1.14,0.0,1170.0,5819393.0,0.074
377,World,2021-03-14,120306971.0,365190.0,425587.429,2733988.0,5815.0,8900.0,15277.142,46.374,54.043,347.175,0.738,1.13,1.08,393648321.0,234227878.0,90749665.0,1861.0,3866388.0,9278872.0,5.0,2.97,1.15,0.0,1178.0,5855439.0,0.074
378,World,2021-03-15,120659926.0,352955.0,432515.571,2741454.0,7466.0,8963.0,15321.962,44.82,54.923,348.123,0.948,1.138,1.09,403712380.0,241315149.0,93682899.0,1881.0,10145459.0,9662449.0,5.13,3.06,1.19,0.0,1227.0,6005410.0,0.076
379,World,2021-03-16,121126546.0,466620.0,439997.714,2752081.0,10627.0,8972.143,15381.216,59.254,55.873,349.472,1.349,1.139,1.1,413686272.0,247905390.0,96756800.0,1907.0,10027515.0,9966162.0,5.25,3.15,1.23,0.0,1266.0,6086171.0,0.077
380,World,2021-03-17,121672188.0,545642.0,452387.0,2762677.0,10596.0,9032.0,15450.504,69.288,57.446,350.818,1.346,1.147,1.11,424591967.0,254911714.0,100586717.0,1929.0,10685682.0,10191660.0,5.39,3.24,1.28,0.0,1294.0,6115972.0,0.078
381,World,2021-03-18,122220798.0,548610.0,460708.857,2773399.0,10723.0,9101.571,15520.169,69.665,58.503,352.179,1.362,1.156,1.11,435203454.0,262229978.0,103720004.0,1978.0,10761722.0,10525889.0,5.53,3.33,1.32,0.0,1337.0,6277711.0,0.08
382,World,2021-03-19,122784013.0,563215.0,471199.857,2784225.0,10826.0,9235.143,15591.689,71.52,59.835,353.554,1.375,1.173,1.11,448356224.0,271441893.0,107179115.0,2064.0,11841320.0,10806858.0,5.69,3.45,1.36,0.0,1372.0,6429407.0,0.082
383,World,2021-03-20,123283228.0,499215.0,477349.571,2793008.0,8783.0,9262.286,15655.081,63.393,60.616,354.669,1.115,1.176,1.11,467028261.0,278164593.0,109364426.0,2068.0,8816257.0,11053772.0,5.93,3.53,1.39,0.0,1404.0,6607859.0,0.084
384,World,2021-03-21,123722667.0,439439.0,487956.571,2801455.0,8447.0,9638.286,15710.883,55.802,61.963,355.742,1.073,1.224,1.11,471493417.0,281344886.0,110288494.0,2071.0,4530210.0,11463355.0,5.99,3.57,1.4,0.0,1456.0,6739198.0,0.086
385,World,2021-03-22,124142579.0,422126.0,497838.143,2809327.0,7872.0,9696.286,15764.206,53.604,63.218,356.741,1.0,1.231,1.12,487342582.0,289019190.0,112743945.0,2085.0,10050481.0,11688107.0,6.19,3.67,1.43,0.0,1484.0,6847772.0,0.087
386,World,2021-03-23,124649662.0,507083.0,503618.571,2820818.0,11491.0,9819.714,15828.597,64.392,63.952,358.201,1.459,1.247,1.12,500190027.0,296327571.0,115548356.0,2098.0,12880912.0,11909968.0,6.35,3.76,1.47,0.0,1512.0,6963721.0,0.088
387,World,2021-03-24,125279449.0,631788.0,515925.143,2831500.0,10682.0,9832.0,15908.571,80.227,65.515,359.557,1.356,1.249,1.13,515748630.0,305150206.0,119202353.0,2164.0,15047011.0,12351507.0,6.55,3.87,1.51,0.0,1568.0,7149633.0,0.091
388,World,2021-03-25,125931461.0,652012.0,530696.857,2843057.0,11557.0,9951.143,15991.366,82.796,67.39,361.025,1.468,1.264,1.13,533399098.0,313347471.0,122960605.0,2227.0,18007968.0,13206365.0,6.77,3.98,1.56,0.0,1677.0,7346767.0,0.093
389,World,2021-03-26,126572147.0,640686.0,541764.143,2855825.0,12768.0,10228.571,16072.724,81.357,68.796,362.646,1.621,1.299,1.12,553008879.0,322740930.0,126956251.0,2280.0,19368650.0,14110584.0,7.02,4.1,1.61,0.0,1792.0,7540492.0,0.096
390,World,2021-03-27,127157210.0,585063.0,554028.143,2866035.0,10210.0,10432.429,16147.018,74.294,70.353,363.943,1.297,1.325,1.12,567322733.0,329315134.0,129324560.0,2289.0,14270549.0,14771269.0,7.2,4.18,1.64,0.0,1876.0,7640707.0,0.097
391,World,2021-03-28,127649186.0,491976.0,561533.429,2873285.0,7250.0,10261.429,16209.491,62.473,71.306,364.863,0.921,1.303,1.11,576159839.0,332453516.0,130420510.0,2299.0,9154255.0,15058975.0,7.32,4.22,1.66,0.0,1912.0,7658019.0,0.097
392,World,2021-03-29,128108155.0,458969.0,566796.714,2881883.0,8598.0,10365.143,16267.773,58.282,71.974,365.955,1.092,1.316,1.1,592437553.0,339989382.0,134716587.0,2331.0,13194636.0,15116059.0,7.52,4.32,1.71,0.0,1920.0,7429229.0,0.094
393,World,2021-03-30,128669696.0,561541.0,574576.429,2893799.0,11921.0,10426.571,16339.08,71.307,72.962,367.468,1.514,1.324,1.1,608503155.0,348034561.0,138482531.0,2392.0,15608790.0,15470727.0,7.73,4.42,1.76,0.0,1965.0,7515373.0,0.095
394,World,2021-03-31,129344585.0,674889.0,580733.714,2906702.0,12903.0,10743.857,16424.781,85.701,73.744,369.107,1.638,1.364,1.1,628563456.0,358873013.0,142874443.0,2433.0,18708554.0,15970713.0,7.98,4.56,1.81,0.0,2028.0,7653403.0,0.097
395,World,2021-04-01,130054623.0,710038.0,589023.143,2918989.0,12287.0,10848.143,16514.945,90.164,74.797,370.667,1.56,1.378,1.09,650651029.0,369166984.0,147813719.0,2549.0,22344779.0,16553948.0,8.26,4.69,1.88,0.0,2102.0,7950686.0,0.101
396,World,2021-04-02,130699342.0,644719.0,589599.286,2929620.0,10631.0,10542.857,16596.814,81.869,74.87,372.017,1.35,1.339,1.09,670667999.0,378445897.0,151297276.0,2583.0,19973988.0,16546345.0,8.52,4.81,1.92,0.0,2101.0,7883649.0,0.1
397,World,2021-04-03,131240256.0,540914.0,583292.286,2938933.0,9313.0,10414.714,16665.502,68.688,74.069,373.199,1.183,1.323,1.08,683288690.0,385571180.0,153904471.0,2638.0,12752527.0,16253124.0,8.68,4.9,1.95,0.0,2064.0,7912242.0,0.1
398,World,2021-04-04,131799599.0,559343.0,592916.143,2946315.0,7382.0,10433.571,16736.53,71.028,75.291,374.137,0.937,1.325,1.09,693287364.0,390969671.0,155085137.0,2647.0,10221397.0,16340494.0,8.8,4.96,1.97,0.0,2075.0,8187663.0,0.104
399,World,2021-04-05,132294758.0,495159.0,598086.143,2954563.0,8248.0,10383.571,16799.407,62.878,75.948,375.184,1.047,1.319,1.09,708092605.0,399532140.0,158500532.0,2710.0,14877403.0,16515036.0,8.99,5.07,2.01,0.0,2097.0,8530919.0,0.108
400,World,2021-04-06,132901349.0,606591.0,604521.857,2967003.0,12440.0,10457.714,16876.435,77.028,76.765,376.764,1.58,1.328,1.1,726139694.0,410105592.0,162917954.0,2806.0,17936816.0,16869717.0,9.22,5.21,2.07,0.0,2142.0,8873839.0,0.113
401,World,2021-04-07,133565625.0,664276.0,603005.714,2982386.0,15383.0,10812.0,16960.788,84.353,76.572,378.717,1.953,1.373,1.11,745455349.0,421218175.0,168218365.0,2872.0,18625041.0,16888562.0,9.47,5.35,2.14,0.0,2145.0,9090114.0,0.115
402,World,2021-04-08,134401984.0,836359.0,621051.571,2996721.0,14335.0,11104.571,17066.993,106.205,78.864,380.538,1.82,1.41,1.13,769452142.0,433964017.0,173747721.0,2948.0,23667679.0,17087286.0,9.77,5.51,2.21,0.0,2170.0,9332109.0,0.119
403,World,2021-04-09,135149467.0,752343.0,636426.429,3011093.0,14372.0,11639.0,17161.912,95.536,80.816,382.363,1.825,1.478,1.13,791885488.0,445115242.0,179455698.0,3124.0,22643362.0,17531390.0,10.06,5.65,2.28,0.0,2226.0,9688826.0,0.123
404,World,2021-04-10,135820852.0,671385.0,655065.143,3024125.0,13032.0,12170.286,17247.167,85.256,83.183,384.018,1.655,1.545,1.13,807961674.0,454127736.0,183482762.0,3189.0,15947058.0,17982898.0,10.26,5.77,2.33,0.0,2284.0,9941024.0,0.126
405,World,2021-04-11,136529376.0,708524.0,676376.714,3033213.0,9088.0,12414.0,17337.139,89.972,85.889,385.172,1.154,1.576,1.14,819263599.0,460350392.0,185744631.0,3199.0,11288631.0,18139497.0,10.4,5.85,2.36,0.0,2303.0,10044497.0,0.128
406,World,2021-04-12,137142107.0,612731.0,693172.714,3043099.0,9886.0,12648.0,17414.947,77.807,88.022,386.427,1.255,1.606,1.13,837965629.0,470176802.0,190165670.0,3311.0,18563576.0,18658828.0,10.64,5.97,2.41,0.0,2369.0,10197071.0,0.129
407,World,2021-04-13,137906439.0,764332.0,715707.143,3056920.0,13822.0,12845.429,17512.005,97.058,90.884,388.182,1.755,1.631,1.13,855393302.0,479387955.0,194615093.0,3437.0,17720470.0,18594137.0,10.86,6.09,2.47,0.0,2361.0,10002495.0,0.127
408,World,2021-04-14,138719041.0,812602.0,736896.571,3071019.0,14099.0,12662.0,17615.193,103.188,93.575,389.972,1.79,1.608,1.12,874698958.0,489689844.0,199985265.0,3749.0,18593908.0,18559936.0,11.11,6.22,2.54,0.0,2357.0,9898861.0,0.126
409,World,2021-04-15,139539506.0,820465.0,734626.0,3084677.0,13658.0,12565.286,17719.379,104.186,93.286,391.707,1.734,1.596,1.11,893656188.0,498654952.0,205418700.0,4234.0,18811760.0,17872353.0,11.35,6.33,2.61,0.0,2270.0,9442777.0,0.12
