,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred
0,World,2020-03-02,90393.0,1983.0,1547.857,3086.0,89.0,65.143,11.479,0.252,0.197,0.392,0.011,0.008,1.28,,,,,,,,,,,,,
1,World,2020-03-03,93004.0,2611.0,1798.857,3160.0,74.0,64.286,11.81,0.332,0.228,0.401,0.009,0.008,1.35,,,,,,,,,,,,,
2,World,2020-03-04,95329.0,2325.0,1992.0,3255.0,95.0,69.143,12.105,0.295,0.253,0.413,0.012,0.009,1.42,,,,,,,,,,,,,
3,World,2020-03-05,98046.0,2717.0,2188.0,3348.0,93.0,76.286,12.45,0.345,0.278,0.425,0.012,0.01,1.49,,,,,,,,,,,,,
4,World,2020-03-06,101976.0,3930.0,2546.0,3461.0,113.0,84.0,12.949,0.499,0.323,0.439,0.014,0.011,1.58,,,,,,,,,,,,,
5,World,2020-03-07,106122.0,4146.0,2870.286,3566.0,105.0,89.0,13.476,0.526,0.364,0.453,0.013,0.011,1.65,,,,,,,,,,,,,
6,World,2020-03-08,109972.0,3850.0,3080.286,3807.0,241.0,115.714,13.965,0.489,0.391,0.483,0.031,0.015,1.7,,,,,,,,,,,,,
7,World,2020-03-09,114299.0,4327.0,3415.143,3997.0,190.0,130.143,14.514,0.549,0.434,0.508,0.024,0.017,1.77,,,,,,,,,,,,,
8,World,2020-03-10,119108.0,4809.0,3729.143,4273.0,276.0,159.0,15.125,0.611,0.474,0.543,0.035,0.02,1.84,,,,,,,,,,,,,
9,World,2020-03-11,126628.0,7548.0,4475.286,4618.0,345.0,194.714,16.08,0.958,0.568,0.586,0.044,0.025,1.94,,,,,,,,,,,,,
10,World,2020-03-12,133383.0,6755.0,5052.143,4930.0,312.0,226.0,16.938,0.858,0.642,0.626,0.04,0.029,1.99,,,,,,,,,,,,,
11,World,2020-03-13,146673.0,13290.0,6389.286,5420.0,490.0,279.857,18.625,1.688,0.811,0.688,0.062,0.036,2.07,,,,,,,,,,,,,
12,World,2020-03-14,157617.0,10944.0,7360.429,5843.0,423.0,325.286,20.015,1.39,0.935,0.742,0.054,0.041,2.06,,,,,,,,,,,,,
13,World,2020-03-15,168876.0,11259.0,8418.857,6491.0,648.0,383.429,21.445,1.43,1.069,0.824,0.082,0.049,2.05,,,,,,,,,,,,,
14,World,2020-03-16,183394.0,14518.0,9874.714,7178.0,687.0,454.429,23.288,1.844,1.254,0.911,0.087,0.058,2.06,,,,,,,,,,,,,
15,World,2020-03-17,198691.0,15297.0,11373.0,7988.0,810.0,530.714,25.231,1.942,1.444,1.014,0.103,0.067,2.06,,,,,,,,,,,,,
16,World,2020-03-18,216347.0,17656.0,12817.0,8904.0,916.0,612.286,27.473,2.242,1.628,1.131,0.116,0.078,2.08,,,,,,,,,,,,,
17,World,2020-03-19,243463.0,27116.0,15725.714,10014.0,1112.0,726.571,30.916,3.443,1.997,1.272,0.141,0.092,2.11,,,,,,,,,,,,,
18,World,2020-03-20,273007.0,29546.0,18048.0,11502.0,1488.0,869.143,34.668,3.752,2.292,1.461,0.189,0.11,2.09,,,,,,,,,,,,,
19,World,2020-03-21,305422.0,32421.0,21116.143,13231.0,1730.0,1055.857,38.784,4.117,2.681,1.68,0.22,0.134,2.07,,,,,,,,,,,,,
20,World,2020-03-22,339895.0,34473.0,24432.429,14919.0,1688.0,1204.429,43.161,4.378,3.103,1.894,0.214,0.153,2.04,,,,,,,,,,,,,
21,World,2020-03-23,382799.0,42904.0,28487.571,16886.0,1967.0,1387.286,48.61,5.448,3.617,2.144,0.25,0.176,2.0,,,,,,,,,,,,,
22,World,2020-03-24,424883.0,42099.0,32316.429,19201.0,2315.0,1602.286,53.954,5.346,4.104,2.438,0.294,0.203,1.95,,,,,,,,,,,,,
23,World,2020-03-25,475998.0,51115.0,37096.286,22022.0,2821.0,1874.429,60.444,6.491,4.711,2.796,0.358,0.238,1.9,,,,,,,,,,,,,
24,World,2020-03-26,537412.0,61414.0,41996.0,25058.0,3039.0,2149.714,68.243,7.799,5.333,3.182,0.386,0.273,1.84,,,,,,,,,,,,,
25,World,2020-03-27,601349.0,63937.0,46909.0,28538.0,3480.0,2434.286,76.362,8.119,5.957,3.624,0.442,0.309,1.78,,,,,,,,,,,,,
26,World,2020-03-28,670495.0,69146.0,52155.429,32374.0,3836.0,2735.143,85.143,8.78,6.623,4.111,0.487,0.347,1.71,,,,,,,,,,,,,
27,World,2020-03-29,726726.0,56231.0,55263.714,35838.0,3464.0,2988.857,92.283,7.14,7.018,4.551,0.44,0.38,1.64,,,,,,,,,,,,,
28,World,2020-03-30,791975.0,65249.0,58455.857,39895.0,4057.0,3287.429,100.569,8.286,7.423,5.066,0.515,0.417,1.59,,,,,,,,,,,,,
29,World,2020-03-31,870403.0,78428.0,63645.714,44661.0,4766.0,3637.571,110.528,9.959,8.082,5.671,0.605,0.462,1.54,,,,,,,,,,,,,
30,World,2020-04-01,951968.0,81565.0,67995.714,50714.0,6053.0,4099.286,120.885,10.358,8.634,6.44,0.769,0.521,1.48,,,,,,,,,,,,,
31,World,2020-04-02,1034275.0,82308.0,70980.571,56593.0,5879.0,4505.0,131.337,10.452,9.013,7.186,0.747,0.572,1.41,,,,,,,,,,,,,
32,World,2020-04-03,1118277.0,84002.0,73847.0,62818.0,6225.0,4897.143,142.004,10.667,9.377,7.977,0.79,0.622,1.35,,,,,,,,,,,,,
33,World,2020-04-04,1178363.0,77163.0,74992.286,68781.0,6195.0,5234.143,149.634,9.799,9.523,8.734,0.787,0.665,1.29,,,,,,,,,,,,,
34,World,2020-04-05,1250388.0,72025.0,77248.571,74091.0,5310.0,5497.857,158.78,9.146,9.809,9.408,0.674,0.698,1.26,,,,,,,,,,,,,
35,World,2020-04-06,1324899.0,74511.0,78571.714,79957.0,5866.0,5756.286,168.242,9.462,9.977,10.153,0.745,0.731,1.24,,,,,,,,,,,,,
36,World,2020-04-07,1393878.0,72473.0,77721.0,88306.0,8349.0,6268.143,177.001,9.203,9.869,11.214,1.06,0.796,1.22,,,,,,,,,,,,,
37,World,2020-04-08,1475875.0,81997.0,77782.714,95132.0,6826.0,6378.571,187.414,10.412,9.877,12.08,0.867,0.81,1.2,,,,,,,,,,,,,
38,World,2020-04-09,1562641.0,86766.0,78419.571,103003.0,7871.0,6663.143,198.431,11.018,9.958,13.08,0.999,0.846,1.19,,,,,,,,,,,,,
39,World,2020-04-10,1649186.0,86545.0,78782.857,110565.0,7562.0,6854.143,209.421,10.99,10.004,14.04,0.96,0.87,1.18,,,,,,,,,,,,,
40,World,2020-04-11,1724605.0,75419.0,78533.714,117084.0,6519.0,6900.429,218.998,9.577,9.973,14.868,0.828,0.876,1.17,,,,,,,,,,,,,
41,World,2020-04-12,1843412.0,118828.0,85219.857,122922.0,5838.0,6975.857,234.085,15.089,10.822,15.609,0.741,0.886,1.18,,,,,,,,,,,,,
42,World,2020-04-13,1915034.0,71622.0,84807.143,128975.0,6053.0,7002.571,243.18,9.095,10.769,16.378,0.769,0.889,1.14,,,,,,,,,,,,,
43,World,2020-04-14,1999558.0,84524.0,86528.714,136189.0,7216.0,6840.714,253.913,10.733,10.988,17.294,0.916,0.869,1.11,,,,,,,,,,,,,
44,World,2020-04-15,2077371.0,77813.0,85931.0,144551.0,8362.0,7060.143,263.794,9.881,10.912,18.356,1.062,0.897,1.08,,,,,,,,,,,,,
45,World,2020-04-16,2171785.0,94414.0,87023.571,152026.0,7475.0,7003.571,275.783,11.989,11.051,19.305,0.949,0.889,1.06,,,,,,,,,,,,,
46,World,2020-04-17,2259607.0,87822.0,87206.0,160597.0,8571.0,7147.714,286.935,11.152,11.074,20.393,1.088,0.908,1.04,,,,,,,,,,,,,
47,World,2020-04-18,2337796.0,78190.0,87601.857,166983.0,6386.0,7128.714,296.864,9.929,11.124,21.204,0.811,0.905,1.03,,,,,,,,,,,,,
48,World,2020-04-19,2414457.0,76661.0,81578.0,172419.0,5436.0,7071.286,306.599,9.735,10.359,21.895,0.69,0.898,1.02,,,,,,,,,,,,,
49,World,2020-04-20,2490365.0,75908.0,82190.286,178322.0,5903.0,7049.857,316.238,9.639,10.437,22.644,0.75,0.895,1.01,,,,,,,,,,,,,
50,World,2020-04-21,2566638.0,76273.0,81011.571,185709.0,7387.0,7074.286,325.924,9.686,10.287,23.582,0.938,0.898,1.01,,,,,,,,,,,,,
51,World,2020-04-22,2648575.0,81937.0,81600.714,192772.0,7063.0,6888.714,336.328,10.405,10.362,24.479,0.897,0.875,1.0,,,,,,,,,,,,,
52,World,2020-04-23,2731191.0,84325.0,80159.429,199676.0,6904.0,6807.143,346.819,10.708,10.179,25.356,0.877,0.864,0.99,,,,,,,,,,,,,
53,World,2020-04-24,2815227.0,94070.0,81052.0,206617.0,6942.0,6574.429,357.491,11.945,10.292,26.237,0.882,0.835,0.99,,,,,,,,,,,,,
54,World,2020-04-25,2898734.0,83507.0,81811.571,212567.0,5950.0,6512.143,368.095,10.604,10.389,26.993,0.756,0.827,0.99,,,,,,,,,,,,,
55,World,2020-04-26,2969606.0,70873.0,80984.714,216860.0,4293.0,6348.857,377.094,9.0,10.284,27.538,0.545,0.806,0.99,,,,,,,,,,,,,
56,World,2020-04-27,3040529.0,70923.0,80272.571,221730.0,4870.0,6201.286,386.101,9.006,10.193,28.156,0.618,0.787,0.99,,,,,,,,,,,,,
57,World,2020-04-28,3116385.0,75856.0,80213.0,228524.0,6794.0,6116.571,395.733,9.633,10.186,29.019,0.863,0.777,0.99,,,,,,,,,,,,,
58,World,2020-04-29,3193729.0,78799.0,79764.714,235484.0,6960.0,6101.857,405.555,10.006,10.129,29.903,0.884,0.775,1.0,,,,,,,,,,,,,
59,World,2020-04-30,3277570.0,83841.0,79695.571,241546.0,6062.0,5981.571,416.201,10.647,10.12,30.673,0.77,0.76,1.0,,,,,,,,,,,,,
60,World,2020-05-01,3366611.0,89041.0,78977.143,247086.0,5546.0,5782.143,427.508,11.307,10.029,31.376,0.704,0.734,1.01,,,,,,,,,,,,,
61,World,2020-05-02,3444964.0,78520.0,78264.714,252954.0,5868.0,5770.429,437.458,9.971,9.938,32.121,0.745,0.733,1.01,,,,,,,,,,,,,
62,World,2020-05-03,3519125.0,74177.0,78736.714,256815.0,3861.0,5708.714,446.875,9.419,9.998,32.612,0.49,0.725,1.02,,,,,,,,,,,,,
63,World,2020-05-04,3596510.0,77391.0,79660.714,261181.0,4366.0,5636.714,456.702,9.827,10.116,33.166,0.554,0.716,1.03,,,,,,,,,,,,,
64,World,2020-05-05,3676149.0,79639.0,80201.143,267419.0,6238.0,5557.286,466.815,10.113,10.184,33.958,0.792,0.706,1.03,,,,,,,,,,,,,
65,World,2020-05-06,3766683.0,90534.0,81877.571,274166.0,6747.0,5526.857,478.311,11.496,10.397,34.815,0.857,0.702,1.04,,,,,,,,,,,,,
66,World,2020-05-07,3855364.0,90264.0,82795.143,279841.0,5675.0,5471.571,489.572,11.462,10.514,35.536,0.721,0.695,1.03,,,,,,,,,,,,,
67,World,2020-05-08,3945797.0,91913.0,83205.429,285765.0,5924.0,5525.571,501.056,11.672,10.566,36.288,0.752,0.702,1.03,,,,,,,,,,,,,
68,World,2020-05-09,4030371.0,84574.0,84070.286,290382.0,4617.0,5346.857,511.795,10.74,10.676,36.874,0.586,0.679,1.03,,,,,,,,,,,,,
69,World,2020-05-10,4105624.0,75253.0,84224.0,294434.0,4052.0,5374.143,521.351,9.556,10.695,37.389,0.515,0.682,1.03,,,,,,,,,,,,,
70,World,2020-05-11,4181600.0,76033.0,84030.0,298258.0,3824.0,5296.714,530.999,9.655,10.671,37.874,0.486,0.673,1.04,,,,,,,,,,,,,
71,World,2020-05-12,4266957.0,85377.0,84849.714,304137.0,5885.0,5246.286,541.838,10.842,10.775,38.621,0.747,0.666,1.04,,,,,,,,,,,,,
72,World,2020-05-13,4351290.0,84334.0,83964.0,309590.0,5453.0,5061.429,552.547,10.709,10.662,39.313,0.692,0.643,1.05,,,,,,,,,,,,,
73,World,2020-05-14,4446959.0,95670.0,84736.286,315235.0,5645.0,5057.143,564.696,12.149,10.76,40.03,0.717,0.642,1.05,,,,,,,,,,,,,
74,World,2020-05-15,4543310.0,96351.0,85370.286,320957.0,5722.0,5028.286,576.931,12.235,10.841,40.757,0.727,0.639,1.06,,,,,,,,,,,,,
75,World,2020-05-16,4637421.0,94111.0,86732.714,325507.0,4550.0,5018.714,588.881,11.951,11.014,41.334,0.578,0.637,1.07,,,,,,,,,,,,,
76,World,2020-05-17,4715829.0,78408.0,87183.429,329094.0,3587.0,4952.286,598.838,9.957,11.071,41.79,0.455,0.629,1.07,,,,,,,,,,,,,
77,World,2020-05-18,4804897.0,89068.0,89045.571,333226.0,4133.0,4996.429,610.148,11.31,11.307,42.315,0.525,0.634,1.09,,,,,,,,,,,,,
78,World,2020-05-19,4900710.0,96022.0,90566.286,338357.0,5348.0,4919.714,622.315,12.193,11.501,42.966,0.679,0.625,1.09,,,,,,,,,,,,,
79,World,2020-05-20,5006099.0,105389.0,93574.143,343748.0,5391.0,4910.857,635.698,13.383,11.882,43.651,0.685,0.624,1.09,,,,,,,,,,,,,
80,World,2020-05-21,5111870.0,105875.0,95032.0,348701.0,4953.0,4812.0,649.129,13.445,12.068,44.28,0.629,0.611,1.09,,,,,,,,,,,,,
81,World,2020-05-22,5219114.0,107244.0,96588.143,354391.0,5690.0,4807.429,662.748,13.618,12.265,45.002,0.723,0.61,1.09,,,,,,,,,,,,,
82,World,2020-05-23,5323547.0,104433.0,98062.714,358772.0,4381.0,4783.286,676.009,13.261,12.452,45.559,0.556,0.607,1.08,,,,,,,,,,,,,
83,World,2020-05-24,5416801.0,93693.0,100246.286,362256.0,3564.0,4780.0,687.851,11.898,12.73,46.001,0.453,0.607,1.08,,,,,,,,,,,,,
84,World,2020-05-25,5504948.0,88519.0,100167.857,363762.0,3426.0,4679.0,699.044,11.241,12.72,46.192,0.435,0.594,1.08,,,,,,,,,,,,,
85,World,2020-05-26,5597804.0,92856.0,99715.571,368384.0,4622.0,4575.286,710.835,11.791,12.662,46.779,0.587,0.581,1.08,,,,,,,,,,,,,
86,World,2020-05-27,5700330.0,102526.0,99306.571,373744.0,5360.0,4570.857,723.855,13.019,12.61,47.46,0.681,0.58,1.09,,,,,,,,,,,,,
87,World,2020-05-28,5819995.0,119665.0,101276.571,378794.0,5050.0,4584.714,739.05,15.196,12.861,48.101,0.641,0.582,1.11,,,,,,,,,,,,,
88,World,2020-05-29,5941625.0,121630.0,103331.714,383955.0,5161.0,4509.143,754.495,15.445,13.122,48.756,0.655,0.573,1.12,,,,,,,,,,,,,
89,World,2020-05-30,6077041.0,135416.0,107757.857,388246.0,4291.0,4496.286,771.691,17.196,13.684,49.301,0.545,0.571,1.12,,,,,,,,,,,,,
90,World,2020-05-31,6180061.0,103020.0,109090.286,391387.0,3141.0,4435.857,784.773,13.082,13.853,49.7,0.399,0.563,1.12,,,,,,,,,,,,,
91,World,2020-06-01,6280296.0,100235.0,110764.0,395023.0,3639.0,4466.286,797.501,12.728,14.065,50.162,0.462,0.567,1.11,,,,,,,,,,,,,
92,World,2020-06-02,6403453.0,123804.0,115185.143,400307.0,5284.0,4560.857,813.14,15.721,14.627,50.833,0.671,0.579,1.11,,,,,,,,,,,,,
93,World,2020-06-03,6514705.0,114478.0,116892.571,405976.0,5669.0,4605.0,827.268,14.537,14.844,51.553,0.72,0.585,1.1,,,,,,,,,,,,,
94,World,2020-06-04,6652817.0,138112.0,119527.857,411408.0,5432.0,4659.571,844.806,17.538,15.178,52.243,0.69,0.592,1.1,,,,,,,,,,,,,
95,World,2020-06-05,6786463.0,133646.0,121244.429,416538.0,5130.0,4655.143,861.777,16.971,15.396,52.894,0.651,0.591,1.1,,,,,,,,,,,,,
96,World,2020-06-06,6915945.0,129482.0,120396.714,420638.0,4100.0,4627.857,878.219,16.442,15.289,53.415,0.521,0.588,1.09,,,,,,,,,,,,,
97,World,2020-06-07,7026914.0,110969.0,121532.286,423764.0,3126.0,4625.714,892.31,14.091,15.433,53.812,0.397,0.587,1.08,,,,,,,,,,,,,
98,World,2020-06-08,7129985.0,103071.0,121937.429,428095.0,4331.0,4724.571,905.399,13.088,15.484,54.362,0.55,0.6,1.08,,,,,,,,,,,,,
99,World,2020-06-09,7256297.0,126312.0,122295.714,433202.0,5107.0,4699.286,921.439,16.04,15.53,55.01,0.649,0.597,1.08,,,,,,,,,,,,,
100,World,2020-06-10,7393421.0,137124.0,125530.857,438638.0,5436.0,4666.0,938.851,17.413,15.94,55.7,0.69,0.593,1.08,,,,,,,,,,,,,
101,World,2020-06-11,7529261.0,135840.0,125206.286,443725.0,5089.0,4617.0,956.101,17.25,15.899,56.346,0.646,0.586,1.08,,,,,,,,,,,,,
102,World,2020-06-12,7656733.0,127472.0,124324.286,448457.0,4732.0,4560.143,972.288,16.187,15.787,56.947,0.601,0.579,1.08,,,,,,,,,,,,,
103,World,2020-06-13,7790659.0,133926.0,124959.143,452864.0,4408.0,4604.143,989.294,17.007,15.868,57.507,0.56,0.585,1.09,,,,,,,,,,,,,
104,World,2020-06-14,7922545.0,131886.0,127947.286,456522.0,3658.0,4680.143,1006.042,16.748,16.247,57.971,0.465,0.594,1.1,,,,,,,,,,,,,
105,World,2020-06-15,8047366.0,124821.0,131054.429,460508.0,3986.0,4630.857,1021.892,15.85,16.642,58.477,0.506,0.588,1.11,,,,,,,,,,,,,
106,World,2020-06-16,8191583.0,144217.0,133612.286,467638.0,7130.0,4919.857,1040.206,18.313,16.967,59.383,0.905,0.625,1.11,,,,,,,,,,,,,
107,World,2020-06-17,8334714.0,143131.0,134470.429,473117.0,5479.0,4926.0,1058.381,18.175,17.076,60.079,0.696,0.626,1.11,,,,,,,,,,,,,
108,World,2020-06-18,8477437.0,142723.0,135453.714,478443.0,5326.0,4959.857,1076.505,18.124,17.201,60.755,0.676,0.63,1.11,,,,,,,,,,,,,
109,World,2020-06-19,8658514.0,181225.0,143132.714,484794.0,5172.0,5022.714,1099.499,23.013,18.176,61.561,0.657,0.638,1.13,,,,,,,,,,,,,
110,World,2020-06-20,8844374.0,185860.0,150551.857,489232.0,4438.0,5027.0,1123.1,23.601,19.118,62.125,0.564,0.638,1.13,,,,,,,,,,,,,
111,World,2020-06-21,8937379.0,112801.0,147825.429,493820.0,4589.0,5160.0,1134.91,14.324,18.772,62.708,0.583,0.655,1.11,,,,,,,,,,,,,
112,World,2020-06-22,9079532.0,142154.0,150301.571,497614.0,3794.0,5132.571,1152.961,18.051,19.086,63.189,0.482,0.652,1.12,,,,,,,,,,,,,
113,World,2020-06-23,9247901.0,168372.0,153752.286,503191.0,5577.0,4910.714,1174.342,21.381,19.524,63.898,0.708,0.624,1.13,,,,,,,,,,,,,
114,World,2020-06-24,9419319.0,171418.0,157793.286,508663.0,5503.0,4914.143,1196.109,21.767,20.037,64.592,0.699,0.624,1.13,,,,,,,,,,,,,
115,World,2020-06-25,9598762.0,179443.0,163039.0,513746.0,5083.0,4879.429,1218.896,22.787,20.703,65.238,0.645,0.62,1.14,,,,,,,,,,,,,
116,World,2020-06-26,9791221.0,192459.0,164643.857,518822.0,5076.0,4865.714,1243.335,24.439,20.907,65.882,0.645,0.618,1.14,,,,,,,,,,,,,
117,World,2020-06-27,9967566.0,176345.0,163284.571,523516.0,4694.0,4902.286,1265.728,22.393,20.735,66.479,0.596,0.623,1.14,,,,,,,,,,,,,
118,World,2020-06-28,10136032.0,168875.0,171295.143,527091.0,3576.0,4757.571,1287.121,21.445,21.752,66.932,0.454,0.604,1.14,,,,,,,,,,,,,
119,World,2020-06-29,10288518.0,152486.0,172771.143,531108.0,4017.0,4789.429,1306.484,19.363,21.939,67.443,0.51,0.608,1.13,,,,,,,,,,,,,
120,World,2020-06-30,10472386.0,183868.0,174984.857,536343.0,5235.0,4740.571,1329.833,23.348,22.22,68.107,0.665,0.602,1.13,,,,,,,,,,,,,
121,World,2020-07-01,10687360.0,214974.0,181207.143,541720.0,5377.0,4722.571,1357.131,27.298,23.011,68.79,0.683,0.6,1.13,,,,,,,,,,,,,
122,World,2020-07-02,10891991.0,204631.0,184805.429,547195.0,5475.0,4778.571,1383.116,25.985,23.467,69.485,0.695,0.607,1.12,,,,,,,,,,,,,
123,World,2020-07-03,11094488.0,202498.0,186239.571,552434.0,5239.0,4801.857,1408.83,25.714,23.65,70.151,0.665,0.61,1.11,,,,,,,,,,,,,
124,World,2020-07-04,11284155.0,189667.0,188142.714,557196.0,4764.0,4811.857,1432.915,24.085,23.891,70.755,0.605,0.611,1.11,,,,,,,,,,,,,
125,World,2020-07-05,11470136.0,185981.0,190586.429,560995.0,3803.0,4844.286,1456.532,23.617,24.202,71.238,0.483,0.615,1.11,,,,,,,,,,,,,
126,World,2020-07-06,11637923.0,167787.0,192772.286,565214.0,4219.0,4873.143,1477.838,21.306,24.479,71.774,0.536,0.619,1.11,,,,,,,,,,,,,
127,World,2020-07-07,11847615.0,209692.0,196461.429,571595.0,6381.0,5036.857,1504.466,26.628,24.948,72.584,0.81,0.64,1.11,,,,,,,,,,,,,
128,World,2020-07-08,12062729.0,215114.0,196481.429,577225.0,5634.0,5073.571,1531.782,27.316,24.95,73.299,0.715,0.644,1.1,,,,,,,,,,,,,
129,World,2020-07-09,12286931.0,224202.0,199277.286,583029.0,5804.0,5120.571,1560.252,28.47,25.305,74.036,0.737,0.65,1.1,,,,,,,,,,,,,
130,World,2020-07-10,12520122.0,233191.0,203662.0,588771.0,5743.0,5192.571,1589.864,29.612,25.862,74.765,0.729,0.659,1.1,,,,,,,,,,,,,
131,World,2020-07-11,12732942.0,212820.0,206969.571,593874.0,5103.0,5241.0,1616.889,27.025,26.282,75.413,0.648,0.666,1.1,,,,,,,,,,,,,
132,World,2020-07-12,12925797.0,192855.0,207951.571,598161.0,4287.0,5310.143,1641.378,24.49,26.407,75.957,0.544,0.674,1.1,,,,,,,,,,,,,
133,World,2020-07-13,13119981.0,194184.0,211722.571,602539.0,4378.0,5332.857,1666.037,24.658,26.886,76.513,0.556,0.677,1.09,,,,,,,,,,,,,
134,World,2020-07-14,13341231.0,221250.0,213373.714,608526.0,5989.0,5276.857,1694.132,28.095,27.095,77.273,0.761,0.67,1.09,,,,,,,,,,,,,
135,World,2020-07-15,13570478.0,229247.0,215392.714,614423.0,5897.0,5314.429,1723.243,29.111,27.352,78.022,0.749,0.675,1.09,,,,,,,,,,,,,
136,World,2020-07-16,13815426.0,244948.0,218356.429,620588.0,6165.0,5366.0,1754.347,31.105,27.728,78.805,0.783,0.681,1.09,,,,,,,,,,,,,
137,World,2020-07-17,14052934.0,237508.0,218973.143,627582.0,5937.0,5393.714,1784.507,30.16,27.806,79.693,0.754,0.685,1.09,,,,,,,,,,,,,
138,World,2020-07-18,14288258.0,235324.0,222188.0,634080.0,6500.0,5593.286,1814.39,29.883,28.214,80.518,0.825,0.71,1.09,,,,,,,,,,,,,
139,World,2020-07-19,14500048.0,211790.0,224893.0,638971.0,4891.0,5679.571,1841.284,26.894,28.558,81.14,0.621,0.721,1.1,,,,,,,,,,,,,
140,World,2020-07-20,14708013.0,207965.0,226861.714,642892.0,3921.0,5614.286,1867.692,26.408,28.808,81.637,0.498,0.713,1.1,,,,,,,,,,,,,
141,World,2020-07-21,14951219.0,243316.0,230014.0,649248.0,6370.0,5668.714,1898.576,30.897,29.208,82.445,0.809,0.72,1.1,,,,,,,,,,,,,
142,World,2020-07-22,15226373.0,275172.0,236574.714,656622.0,7374.0,5879.714,1933.516,34.943,30.041,83.381,0.936,0.747,1.1,,,,,,,,,,,,,
143,World,2020-07-23,15506179.0,279807.0,241554.571,663262.0,6640.0,5947.571,1969.047,35.531,30.674,84.224,0.843,0.755,1.1,,,,,,,,,,,,,
144,World,2020-07-24,15789858.0,283679.0,248150.429,669717.0,6455.0,6021.571,2005.07,36.023,31.511,85.044,0.82,0.765,1.09,,,,,,,,,,,,,
145,World,2020-07-25,16039877.0,250019.0,250249.714,675792.0,6075.0,5960.857,2036.819,31.749,31.778,85.815,0.771,0.757,1.08,,,,,,,,,,,,,
146,World,2020-07-26,16251879.0,212002.0,250280.0,680145.0,4353.0,5884.0,2063.74,26.921,31.782,86.368,0.553,0.747,1.07,,,,,,,,,,,,,
147,World,2020-07-27,16485973.0,234098.0,254013.286,685422.0,5295.0,6080.286,2093.466,29.727,32.256,87.038,0.672,0.772,1.07,,,,,,,,,,,,,
148,World,2020-07-28,16750381.0,264408.0,257026.429,692366.0,6944.0,6162.286,2127.042,33.576,32.638,87.92,0.882,0.783,1.06,,,,,,,,,,,,,
149,World,2020-07-29,17020686.0,270305.0,256331.143,699019.0,6653.0,6059.286,2161.366,34.325,32.55,88.765,0.845,0.769,1.05,,,,,,,,,,,,,
150,World,2020-07-30,17302401.0,281715.0,256603.714,705765.0,6750.0,6075.0,2197.14,35.773,32.585,89.621,0.857,0.771,1.05,,,,,,,,,,,,,
151,World,2020-07-31,17590142.0,287741.0,257184.0,712354.0,6589.0,6094.143,2233.679,36.539,32.658,90.458,0.837,0.774,1.04,,,,,,,,,,,,,
152,World,2020-08-01,17836462.0,246320.0,256655.571,718356.0,6002.0,6083.714,2264.957,31.279,32.591,91.22,0.762,0.773,1.03,,,,,,,,,,,,,
153,World,2020-08-02,18067261.0,230799.0,259340.857,723008.0,4665.0,6128.286,2294.265,29.308,32.932,91.811,0.592,0.778,1.03,,,,,,,,,,,,,
154,World,2020-08-03,18273129.0,205869.0,255308.143,727807.0,4799.0,6057.429,2320.407,26.142,32.42,92.42,0.609,0.769,1.03,,,,,,,,,,,,,
155,World,2020-08-04,18538728.0,265599.0,255478.286,734978.0,7174.0,6090.286,2354.134,33.727,32.442,93.331,0.911,0.773,1.03,,,,,,,,,,,,,
156,World,2020-08-05,18813894.0,275166.0,256172.714,742360.0,7382.0,6194.429,2389.076,34.942,32.53,94.268,0.937,0.787,1.03,,,,,,,,,,,,,
157,World,2020-08-06,19100782.0,286888.0,256911.714,749183.0,6823.0,6204.857,2425.507,36.43,32.624,95.135,0.866,0.788,1.03,,,,,,,,,,,,,
158,World,2020-08-07,19383349.0,282567.0,256172.571,755920.0,6741.0,6226.571,2461.388,35.882,32.53,95.99,0.856,0.791,1.03,,,,,,,,,,,,,
159,World,2020-08-08,19648707.0,265358.0,258892.286,761937.0,6017.0,6228.714,2495.085,33.696,32.875,96.754,0.764,0.791,1.03,,,,,,,,,,,,,
160,World,2020-08-09,19881831.0,233126.0,259224.714,767106.0,5169.0,6300.714,2524.688,29.603,32.918,97.411,0.656,0.8,1.03,,,,,,,,,,,,,
161,World,2020-08-10,20114989.0,233158.0,263123.143,772469.0,5363.0,6381.286,2554.295,29.607,33.413,98.092,0.681,0.81,1.02,,,,,,,,,,,,,
162,World,2020-08-11,20380904.0,265916.0,263168.429,779101.0,6632.0,6303.857,2588.063,33.767,33.418,98.934,0.842,0.8,1.02,,,,,,,,,,,,,
163,World,2020-08-12,20655878.0,274974.0,263141.0,786048.0,6949.0,6242.0,2622.98,34.917,33.415,99.816,0.882,0.793,1.01,,,,,,,,,,,,,
164,World,2020-08-13,20946156.0,290294.0,263627.571,792840.0,6792.0,6237.571,2659.841,36.863,33.477,100.679,0.862,0.792,1.01,,,,,,,,,,,,,
